number,summa,creditor_inn,debtor_inn,group_summa,Полное название,Вероятность стоп-листа,Объяснение ИИ,Телефоны,Электронные почты,Веб сайты,Название должника,Статус должника,Дата отчетности должника
178200/23/61085-ИП,347897.35,6168002922,6167096572,11086380.319999998,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО РОСТОВ-НА-ДОНУ""",45,"Госзакупки 20%, выручка 15%, управление 10%.","['+7 863 268-73-03', '+7 863 654-60-25', '+7 863 268-72-94']","['vmo_mpu@rostov.tns-e.ru', 'rmo@rostov.tns-e.ru', 'a.a.dolobayan@rostov.tns-e.ru']","[{'name': 'rostov.tns-e.ru', 'url': 'http://rostov.tns-e.ru'}, {'name': 'rostov.tns-e.ru', 'url': 'https://rostov.tns-e.ru'}, {'name': 'es-ro.ru', 'url': 'http://es-ro.ru'}]","ООО ""УК ЖКХ ""РОСТОВ-ЦЕНТР""",,
117240/23/61085-ИП,626351.3,6168002922,6167096572,11086380.319999998,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО РОСТОВ-НА-ДОНУ""",45,"Госзакупки 20%, выручка 15%, управление 10%.","['+7 863 268-73-03', '+7 863 654-60-25', '+7 863 268-72-94']","['vmo_mpu@rostov.tns-e.ru', 'rmo@rostov.tns-e.ru', 'a.a.dolobayan@rostov.tns-e.ru']","[{'name': 'rostov.tns-e.ru', 'url': 'http://rostov.tns-e.ru'}, {'name': 'rostov.tns-e.ru', 'url': 'https://rostov.tns-e.ru'}, {'name': 'es-ro.ru', 'url': 'http://es-ro.ru'}]","ООО ""УК ЖКХ ""РОСТОВ-ЦЕНТР""",,
38261/24/25043-ИП,7321893.0,2703069472,2543163883,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАСТЕРГРАД""",0,"Нет признаков из стоп-листа. Частная компания, нет санкций, выручка и активы низкие, без госконтрактов.","['+7 421 754-35-29', '+7 929 407-57-55', '+7 909 887-53-88']","['yunaoffice@mail.ru', 'bhlebozavod@mail.ru']",[],"ООО ""ТОРГОВЫЙ ДОМ АМЕРА""",Действующая компания,
95011/23/61085-ИП,271371.59,6168002922,6167096572,11086380.319999998,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО РОСТОВ-НА-ДОНУ""",45,"Госзакупки 20%, выручка 15%, управление 10%.","['+7 863 268-73-03', '+7 863 654-60-25', '+7 863 268-72-94']","['vmo_mpu@rostov.tns-e.ru', 'rmo@rostov.tns-e.ru', 'a.a.dolobayan@rostov.tns-e.ru']","[{'name': 'rostov.tns-e.ru', 'url': 'http://rostov.tns-e.ru'}, {'name': 'rostov.tns-e.ru', 'url': 'https://rostov.tns-e.ru'}, {'name': 'es-ro.ru', 'url': 'http://es-ro.ru'}]","ООО ""УК ЖКХ ""РОСТОВ-ЦЕНТР""",,
73991/23/61085-ИП,1900555.11,6168002922,6167096572,11086380.319999998,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО РОСТОВ-НА-ДОНУ""",45,"Госзакупки 20%, выручка 15%, управление 10%.","['+7 863 268-73-03', '+7 863 654-60-25', '+7 863 268-72-94']","['vmo_mpu@rostov.tns-e.ru', 'rmo@rostov.tns-e.ru', 'a.a.dolobayan@rostov.tns-e.ru']","[{'name': 'rostov.tns-e.ru', 'url': 'http://rostov.tns-e.ru'}, {'name': 'rostov.tns-e.ru', 'url': 'https://rostov.tns-e.ru'}, {'name': 'es-ro.ru', 'url': 'http://es-ro.ru'}]","ООО ""УК ЖКХ ""РОСТОВ-ЦЕНТР""",,
73993/23/61085-ИП,1658539.61,6168002922,6167096572,11086380.319999998,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО РОСТОВ-НА-ДОНУ""",45,"Госзакупки 20%, выручка 15%, управление 10%.","['+7 863 268-73-03', '+7 863 654-60-25', '+7 863 268-72-94']","['vmo_mpu@rostov.tns-e.ru', 'rmo@rostov.tns-e.ru', 'a.a.dolobayan@rostov.tns-e.ru']","[{'name': 'rostov.tns-e.ru', 'url': 'http://rostov.tns-e.ru'}, {'name': 'rostov.tns-e.ru', 'url': 'https://rostov.tns-e.ru'}, {'name': 'es-ro.ru', 'url': 'http://es-ro.ru'}]","ООО ""УК ЖКХ ""РОСТОВ-ЦЕНТР""",,
73994/23/61085-ИП,497489.92,6168002922,6167096572,11086380.319999998,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО РОСТОВ-НА-ДОНУ""",45,"Госзакупки 20%, выручка 15%, управление 10%.","['+7 863 268-73-03', '+7 863 654-60-25', '+7 863 268-72-94']","['vmo_mpu@rostov.tns-e.ru', 'rmo@rostov.tns-e.ru', 'a.a.dolobayan@rostov.tns-e.ru']","[{'name': 'rostov.tns-e.ru', 'url': 'http://rostov.tns-e.ru'}, {'name': 'rostov.tns-e.ru', 'url': 'https://rostov.tns-e.ru'}, {'name': 'es-ro.ru', 'url': 'http://es-ro.ru'}]","ООО ""УК ЖКХ ""РОСТОВ-ЦЕНТР""",,
12139/24/43026-ИП,3556.37,5612042824,4303006432,8734696.300000003,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС""",50,"Выручка > 45 млрд (15%), контракты > 30 млрд (20%), управляющая компания из стоп-листа (15%).","['+7 800 700-10-32', '+7 800 600-03-90', '+7 341 268-17-70']","['irina.tokhtarova@esplus.ru', 'udm@esplus.ru', 'svd-esplus-gosuslugi@esplus.ru']","[{'name': 'ekb.esplus.ru', 'url': 'https://ekb.esplus.ru'}]","ООО ""КИРСИНСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ""",,
12140/24/43026-ИП,633001.91,5612042824,4303006432,8734696.300000003,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС""",50,"Выручка > 45 млрд (15%), контракты > 30 млрд (20%), управляющая компания из стоп-листа (15%).","['+7 800 700-10-32', '+7 800 600-03-90', '+7 341 268-17-70']","['irina.tokhtarova@esplus.ru', 'udm@esplus.ru', 'svd-esplus-gosuslugi@esplus.ru']","[{'name': 'ekb.esplus.ru', 'url': 'https://ekb.esplus.ru'}]","ООО ""КИРСИНСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ""",,
176796/24/25013-ИП,6466962.87,2537134563,2511113135,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДВ-ПЛАСТ ГРУПП""",0,Нет признаков из стоп-листа.,"['+7 914 706-55-02', '+7 984 196-21-83']",['sa_nvt@mail.ru'],[],"ООО ""ЭКА-ТАРА ДВ""","Юридическое лицо ликвидировано 19 марта 2025 года
Исключение из ЕГРЮЛ недействующего юридического лица",
1137/23/52064-ИП,40170.44,5260148520,5214011834,6034801.849999999,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО НИЖНИЙ НОВГОРОД""",55,"Госзакупки 20%, выручка 15%, госучастие 10%, деятельность 10%.","['+7 831 464-58-36', '+7 831 243-08-04', '+7 831 457-46-00']","['info@gorod.nn.tns-e.ru', 'info@vyksa.nn.tns-e.ru', 'it@nn.tns-e.ru']","[{'name': 'ekdostavka.ru', 'url': 'http://ekdostavka.ru'}, {'name': 'nn.tns-e.ru', 'url': 'http://nn.tns-e.ru'}]","МУП""ЮГАНЕЦКОЕ""",,
273619/23/49014-ИП,15573738.15,4909114281,4909127259,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АЗС ""РЕЧНАЯ""",0,"Нет признаков из стоп-листа, частная собственность, нет санкций, выручки и контрактов.","['+7 914 853-29-67', '+7 924 852-54-65']",[],[],"ООО ТК ""ПОЛЮС""","Юридическое лицо ликвидировано 17 февраля 2025 года
Исключение из ЕГРЮЛ недействующего юридического лица",
543117/23/25013-ИП,6466962.87,2537134563,2511113135,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДВ-ПЛАСТ ГРУПП""",0,Нет признаков из стоп-листа.,"['+7 914 706-55-02', '+7 984 196-21-83']",['sa_nvt@mail.ru'],[],"ООО ""ЭКА-ТАРА ДВ""","Юридическое лицо ликвидировано 19 марта 2025 года
Исключение из ЕГРЮЛ недействующего юридического лица",
2972/21/14007-ИП,3255314.0,1415013023,1407008541,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОРДТРАНССТРОЙ""",0,"Нет признаков из стоп-листа, частная собственность, нет санкций, госзакупок и специфической деятельности.",['+7 411 432-42-74'],[],[],"ООО ""ИНФИНИТИ ГРУПП""",Действующая компания,
35099/24/52064-ИП,451317.06,5260148520,5214011834,6034801.849999999,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО НИЖНИЙ НОВГОРОД""",55,"Госзакупки 20%, выручка 15%, госучастие 10%, деятельность 10%.","['+7 831 464-58-36', '+7 831 243-08-04', '+7 831 457-46-00']","['info@gorod.nn.tns-e.ru', 'info@vyksa.nn.tns-e.ru', 'it@nn.tns-e.ru']","[{'name': 'ekdostavka.ru', 'url': 'http://ekdostavka.ru'}, {'name': 'nn.tns-e.ru', 'url': 'http://nn.tns-e.ru'}]","МУП""ЮГАНЕЦКОЕ""",,
87632/23/52064-ИП,23718.96,5260148520,5214011834,6034801.849999999,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО НИЖНИЙ НОВГОРОД""",55,"Госзакупки 20%, выручка 15%, госучастие 10%, деятельность 10%.","['+7 831 464-58-36', '+7 831 243-08-04', '+7 831 457-46-00']","['info@gorod.nn.tns-e.ru', 'info@vyksa.nn.tns-e.ru', 'it@nn.tns-e.ru']","[{'name': 'ekdostavka.ru', 'url': 'http://ekdostavka.ru'}, {'name': 'nn.tns-e.ru', 'url': 'http://nn.tns-e.ru'}]","МУП""ЮГАНЕЦКОЕ""",,
269465/23/54005-ИП,3763471.41,1650214682,5403073071,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНСПОРТНО - ЭКСПЕДИЦИОННАЯ КОМПАНИЯ ""ЛИДЕРТРАНС""",0,"Компания частная, выручка < 45 млрд, нет санкций, госзакупок и специфичной деятельности.","['+7 855 259-22-36', '+7 960 077-71-11', '+7 855 239-99-45']",['394665@inbox.ru'],"[{'name': 'лидертранс.рф', 'url': 'http://лидертранс.рф'}, {'name': 'lidertrans.su', 'url': 'http://lidertrans.su'}]","ООО ""ГЛОБАЛ ТРАНС""",Действующая компания,
39235/23/41028-ИП,41296413.75,4100016347,4104003331,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕКТОР""",0,Нет признаков из стоп-листа.,"['+7 415 229-71-49', '+7 415 225-94-54']","['sektor-kamchatka@mail.ru', 'proficit.kam@yandex.ru', 'sector-kamchatka@mail.ru']",[],"МБУ ""ДСО БМР""",Действующая организация,
39234/23/41028-ИП,6461140.33,4100016347,4104003331,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕКТОР""",0,Нет признаков из стоп-листа.,"['+7 415 229-71-49', '+7 415 225-94-54']","['sektor-kamchatka@mail.ru', 'proficit.kam@yandex.ru', 'sector-kamchatka@mail.ru']",[],"МБУ ""ДСО БМР""",Действующая организация,
83605/24/11001-ИП,9821285.98,1101170339,1101173731,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕС-ЭКСПОРТ""",0,"Нет признаков из стоп-листа, частная компания, нет санкций или госзакупок.",[],['trekirlen500@list.ru'],[],"ООО ""ЛСМ""",Действующая компания,
39232/23/41028-ИП,4332162.48,4100016347,4104003331,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕКТОР""",0,Нет признаков из стоп-листа.,"['+7 415 229-71-49', '+7 415 225-94-54']","['sektor-kamchatka@mail.ru', 'proficit.kam@yandex.ru', 'sector-kamchatka@mail.ru']",[],"МБУ ""ДСО БМР""",Действующая организация,
165876/23/24010-ИП,4383223.2,2460090825,2462070912,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНТАЖЭНЕРГОСТРОЙ""",0,Компания не соответствует критериям стоп-листа.,['+7 391 219-28-18'],['2192818@mail.ru'],[],"ООО ""АЛЬЯНС-ИНВЕСТ""",Действующая компания,
39231/23/41028-ИП,14018501.8,4100016347,4104003331,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕКТОР""",0,Нет признаков из стоп-листа.,"['+7 415 229-71-49', '+7 415 225-94-54']","['sektor-kamchatka@mail.ru', 'proficit.kam@yandex.ru', 'sector-kamchatka@mail.ru']",[],"МБУ ""ДСО БМР""",Действующая организация,
295018/23/59035-ИП,2546281.67,4345503933,5919030755,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КБ-43""",0,Нет совпадений по критериям стоп-листа.,[],[],[],"ООО ""ЗЕЛЁНЫЙ КРАЙ""",Действующая компания,
25722/20/98076-ИП,10633513.67,7627041217,7611017032,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЭЛЭС РЕГИОН""",0,"Нет признаков из стоп-листа, частная собственность, нет санкций, госзакупок и иностранного участия.","['+7 485 332-39-85', '+7 980 703-13-32']",[],[],"ООО ФИРМА ""НАСЛЕДИЕ""",,
32478/23/82005-ИП,2890914.6,9101001840,9102270651,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОБЕТОН""",0,Компания не соответствует критериям стоп-листа.,"['+7 978 833-77-74', '+7 065 606-43-22', '+7 978 833-79-79']","['rbu.kiparis@gmail.com', 'lukashov-1953@mail.ru', 'rbu-kiparis@rambler.ru']","[{'name': 'avtobeton-alushta.ru', 'url': 'https://avtobeton-alushta.ru'}, {'name': 'crimearosinvest.ru', 'url': 'http://crimearosinvest.ru'}]","ООО ""МСК НЕО КРЫМ""",,
436199/23/78019-ИП,7976004.38,8904080364,7842481812,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" СЕВЕР ОПТ ПРОДУКТ""",0,Нет совпадений с критериями стоп-листа.,"['+7 922 464-44-24', '+7 922 064-11-20', '+7 922 280-28-84']","['9975824@mail.ru', 'telman_guseynov89@mail.ru']",[],"ООО ""ПОПУЛЯРНЫЕ ПРОЕКТЫ""",,
861312/23/78004-ИП,2923161.89,1901132910,7810404163,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОДЕЙСТВИЕ АГРО ПЛЮС""",0,"Нет признаков из стоп-листа; частная собственность, низкая выручка, нет санкций или госзакупок.","['+7 962 845-29-95', '+7 913 257-12-92']",['17agro@bk.ru'],[],"ООО ""ПРОМСЕРВИС""",,
172464/24/78023-ИП,2564306.22,7841322249,7841337076,,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЕТЕРБУРГСКАЯ СБЫТОВАЯ КОМПАНИЯ""",35,"Учредитель из стоп-листа (ИНТЕР РАО ЕЭС) +10%, выручка >45 млрд руб. +15%, деятельность в энергетике +10%.","['+7 812 303-69-69', '+7 813 644-99-18', '+7 812 303-97-03']","['a-vsev@pesc.ru', 'a-luvs@pesc.ru', 'office@pesc.ru']","[{'name': 'pesc.ru', 'url': 'http://pesc.ru'}]","ООО ""ПЕТРОСТРОЙ""",,
51820/24/78023-ИП,13591693.14,4707043662,7810477370,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬ 47""",10,"Учредитель - госучастие (АО ""Ленинградское областное агентство ипотечного жилищного кредитования"").","['+7 812 333-08-81', '+7 812 389-46-96', '+7 812 602-94-40']","['secretary@ipoteka-lo.ru', 'stroitel47@ipoteka-lo.ru']",[],"ООО ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ЛИДЕР""",,
391266/22/78013-ИП,10217812.57,3810047490,7807387775,,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕМЕРСО""",0,Нет совпадений с критериями стоп-листа.,"['+7 395 256-76-87', '+7 395 265-45-67', '+7 395 247-58-13']","['info@gktl.org', 'temerso@mail.ru', '722937@mail.ru']","[{'name': 'zaotemerso.ru', 'url': 'http://zaotemerso.ru'}]","ООО ""ГРАНДСТРОЙПРОЕКТ""",,
34846/24/78030-ИП,2710218.14,7814400650,7811734848,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ФАСАДНЫХ КОНСТРУКЦИЙ ""ОКОННЫЙ ПЕТЕРБУРГ""",0,"Нет признаков из стоп-листа, частная собственность, нет санкций, выручка и активы низкие, нет госзакупок.","['+7 812 337-60-34', '+7 812 959-07-45', '+7 812 936-07-28']","['kyznetsov@okonny-spb.ru', 'info@okonny-spb.ru']",[],"ООО ""МОНОЛИТСТРОЙ-2""",,
313528/23/74020-ИП,10243020.0,7451386470,7449135239,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮЖУРАЛСНАБ""",0,"Компания частная, не в санкциях, выручка и активы малы, нет госзакупок.","['+7 351 211-21-10', '+7 919 330-60-06']","['buhuon@yandex.ru', 'ygs_2015@mail.ru']",[],"ООО ""НЕДРА УРАЛА""",,
401010/23/73040-ИП,3672000.18,2130180407,7327041840,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОЛИСПРОЕКТ""",0,Компания не соответствует критериям стоп-листа.,"['+7 835 244-94-00', '+7 835 258-36-70', '+7 835 222-40-60']",['polis_proekt@mail.ru'],[],"ООО ""ЗАПАД""",,
128952/23/70001-ИП,4003054.48,7705989700,7017389194,,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОМПАНИЯ УФАОЙЛ""",15,"Выручка 68,2 млрд руб. +15%. Остальные критерии не применимы.","['+7 347 292-32-32', '+7 499 705-30-00', '+7 347 292-50-60']",['tender@ufaoil.ru'],"[{'name': 'ufaoil.ru', 'url': 'http://ufaoil.ru'}]","ООО ""ТД НОРДГРУПП""",,
210223/24/68017-ИП,5177722.25,7730059592,6815005668,,АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ТРАНССТРОЙБАНК (АКЦИОНЕРНОЕ ОБЩЕСТВО),10,"Частная собственность, нет госучастия, нет санкций, нет крупных контрактов, деятельность не связана с госкомпаниями.","['+7 495 786-37-73', '+7 861 204-23-83', '+7 861 204-22-86']","['tsbnk@transstroybank.ru', 'ooo.alkuna@gmail.com']","[{'name': 'transstroybank.ru', 'url': 'http://transstroybank.ru'}]","ООО ""ГИППОКРАТ""",,
18926/24/68023-ИП,4106435.95,7810216924,6829087332,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИНИМАКС""",0,Нет совпадений с критериями стоп-листа.,"['+7 812 244-66-36', '+7 812 775-06-30']","['lukashenko@minimaks.ru', 'minimaks@minimaks.ru']","[{'name': 'www.minimaks.ru', 'url': 'https://www.minimaks.ru'}]","ООО ""ЛЕНФАСТ""",,
